note_id,type,title,desc,video_url,time,last_update_time,user_id,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,image_list,tag_list,last_modify_ts,note_url,source_keyword,xsec_token
68f849c2000000000400106f,normal,过两年豆包普及率高的时候会要收费充vip吗#豆包[话题]##资本[话题]#,过两年豆包普及率高的时候会要收费充vip吗#豆包[话题]##资本[话题]#,,1761102274000,1761102275000,602916a60000000001001318,liii,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31pgh53al3c005o192qj084ood98g0c8,1,,3,,,http://sns-webpic-qc.xhscdn.com/202603091745/3eada5d70942cce85571e5888dfd7cf5/1040g2sg31nu55jg0l8005o192qj084oopr75318!nd_dft_wlteh_webp_3,"豆包,资本",1773049527188,https://www.xiaohongshu.com/explore/68f849c2000000000400106f?xsec_token=ABp7etjSdhrJYgvhln-lhwOTrHDiLH9DFRS-eJkUMsUuw=&xsec_source=pc_search,豆包收费,ABp7etjSdhrJYgvhln-lhwOTrHDiLH9DFRS-eJkUMsUuw=
69a39dc7000000001a029472,normal,豆包流式语音 2.0 怎么这么贵？,,,1772330439000,1772330439000,61c9cae2000000001000f1f2,鹏城笑笑生,https://sns-avatar-qc.xhscdn.com/avatar/61c9cae2000000001000f1f2.jpg,1,,,,美国,"http://sns-webpic-qc.xhscdn.com/202603091745/ee4717578686251603d36b7b72f41f7d/notes_pre_post/1040g3k831t5f18nhls1g5q9u1d2to0i4jsgm8n0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202603091745/05bed87e879a89f51512ce201d2f60cb/notes_pre_post/1040g3k831t5f18nhls205q9u1d2to0i4360erng!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202603091745/d2b5379f1e8a5fc6ebec7b39600a8eb4/notes_pre_post/1040g3k831t5f18nhls2g5q9u1d2to0i43sanmg8!nd_dft_wlteh_webp_3",,1773049527190,https://www.xiaohongshu.com/explore/69a39dc7000000001a029472?xsec_token=AB1nnhdArVLJEJdH8MLFjW5etH4OEuNJAzH6cNVqtxURM=&xsec_source=pc_search,豆包收费,AB1nnhdArVLJEJdH8MLFjW5etH4OEuNJAzH6cNVqtxURM=
68e522830000000003020734,normal,豆包在漂亮使用居然要收费,以为是免费#投资[话题]#,,1759847043000,1759847044000,5fa4978a00000000010040ae,AI 炼金狸花猫,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31t1o59va620g5nt4iu508g5e94beopg,3,1,2,1,,http://sns-webpic-qc.xhscdn.com/202603091745/76843db3eaf6a3b449f91d9bca19b4b1/notes_pre_post/1040g3k831nbdgqghl8105nt4iu508g5eovhbahg!nd_dft_wlteh_webp_3,投资,1773049527192,https://www.xiaohongshu.com/explore/68e522830000000003020734?xsec_token=ABU9bp2KDqZK2pHF6i413SE5jWegzQQxX0JZTDS9EGc_Y=&xsec_source=pc_search,豆包收费,ABU9bp2KDqZK2pHF6i413SE5jWegzQQxX0JZTDS9EGc_Y=
664476b5000000001e0373bc,video,0.0008元/千Tokens，大模型彻底沦为白菜价,"我现在正在火山引擎原动力大会上，豆包模型家族刚刚正式发布，0.8厘钱每千Toekns的豆包通用模型Pro，比行业价格低了99%，关键是效果还很惊艳。。。
	
#人工智能[话题]#  #AIGC[话题]#  #豆包大模型[话题]#  #火山引擎[话题]#  #豆包[话题]#  #玩儿个很新的东西[话题]#  #AI资讯[话题]#  #科技改变生活[话题]#  #大数据推给需要的人[话题]#  #aigc一步之遥[话题]#  #豆包APP[话题]#  #声音克隆[话题]#  #软件分享[话题]#",http://sns-video-alos.xhscdn.com/stream/110/259/01e64476b50d7677010370038f7b736232_259.mp4,1715762869000,1715762869000,5c2d79f4000000000503e40e,赛文乔伊,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo314cfnp7l68005n1df7q1fp0eboul580,201,130,12,64,,http://sns-webpic-qc.xhscdn.com/202603091745/6733912f0fa481d7675f9430738d9f62/spectrum/1040g34o312qhmmc6js005n1df7q1fp0esrc3dm8!nd_dft_wlteh_webp_3,"人工智能,AIGC,豆包大模型,火山引擎,豆包,玩儿个很新的东西,AI资讯,科技改变生活,大数据推给需要的人,aigc一步之遥,豆包APP,声音克隆,软件分享",1773049527194,https://www.xiaohongshu.com/explore/664476b5000000001e0373bc?xsec_token=ABBnPd5pYYUeq5LcsyYPasAc8AbsUlBOO1rMMKJT6rn-c=&xsec_source=pc_search,豆包收费,ABBnPd5pYYUeq5LcsyYPasAc8AbsUlBOO1rMMKJT6rn-c=
6937c3e4000000001e02dab2,video,不是不要，是想要的更多,#豆包[话题]# #商业思维[话题]# #商业认知[话题]# #Ai[话题]# #免费[话题]#,http://sns-video-alos.xhscdn.com/stream/79/110/259/01e937c34f60b91e010370039b01d6e6ad_259.mp4,1765262308000,1765262309000,6114726100000000010006b1,小马哥Ai伴学,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31f64qufqmi0g5n4m30l4i4isuktaluo,58,27,9,15,,http://sns-webpic-qc.xhscdn.com/202603091745/49fe79086f96bbb6f52aca1588b0d34c/spectrum/1040g34o31ps4qe4kk00g5o8ke9gg81lhv9ne258!nd_dft_wlteh_webp_3,"豆包,商业思维,商业认知,Ai,免费",1773049527197,https://www.xiaohongshu.com/explore/6937c3e4000000001e02dab2?xsec_token=ABzTst2T0GJkzsgRqx7bK7SrRamecebtnjHVpjzveXrmg=&xsec_source=pc_search,豆包收费,ABzTst2T0GJkzsgRqx7bK7SrRamecebtnjHVpjzveXrmg=
681625830000000023014088,normal,Ai工具付费vs免费大比拼！,"最近评论区有人留言，吐槽Ai工具好是好，但要收费，觉得很崩溃！
看来好多小白应该没有找对工具了！
我好明白大家的感受，小数最怕长计嘛[呲牙]毕竟没有收入，学习阶段，就要掏出一笔又一笔的会员费，确实崩溃！
今天整理了6种类常用免费软件给大家了！赶紧下手试试吧！
#AI工具[话题]# #AI画图[话题]# #挑战人工智能[话题]# #AI人工智能[话题]# #AI生成[话题]# #Ai免费工具[话题]#",,1746281859000,1746281860000,640ff532000000001002af61,蓝梦Ai智能体,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31j7f2s0b2e5g5p0fukp45br1157oc7o,126,129,7,4,,"http://sns-webpic-qc.xhscdn.com/202603091745/145f1e1175dbf6f82f8b6933f93bb8c7/notes_pre_post/1040g3k031h1a8s6m426g5p0fukp45br1leoj6fo!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202603091745/d51532b5b12dfa6a5662217963213504/notes_pre_post/1040g3k031h1a8s92ja5g5p0fukp45br14ppsqv8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202603091745/cf2673efba669f6a76138e9697d3b658/notes_pre_post/1040g3k031h1a8s92ja0g5p0fukp45br1s7tojo8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202603091745/7df20aa58ca4f7a6253b3c960b89813b/notes_pre_post/1040g3k031h1a8s92ja4g5p0fukp45br1be96550!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202603091745/d668a2a8c1b72c79b4aae083f763ee52/notes_pre_post/1040g3k031h1a8s92ja005p0fukp45br1gek8sq0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202603091745/c12991bf9d20dec81569491d6d190e44/notes_pre_post/1040g3k031h1a8s6m42605p0fukp45br10hrqdho!nd_dft_wlteh_webp_3","AI工具,AI画图,挑战人工智能,AI人工智能,AI生成,Ai免费工具",1773049527199,https://www.xiaohongshu.com/explore/681625830000000023014088?xsec_token=AB0YxKcI3P-P-5gxUbGGuwAWCwubMblIPMoy1V9eaXCDM=&xsec_source=pc_search,豆包收费,AB0YxKcI3P-P-5gxUbGGuwAWCwubMblIPMoy1V9eaXCDM=
698ddcec000000001b017eed,video,Seedance2.0再次爆发！ 豆包官宣：用户免费用,"Seedance2.0再次爆发！
豆包官宣：用户免费用！#ai[话题]##seedance[话题]##豆包[话题]##ai视频[话题]##视频模型[话题]##人工智能[话题]#",http://sns-video-alos.xhscdn.com/stream/1/110/259/01e98ddcecb7bbc1010370039c522741f0_259.mp4,1770904812000,1770904813000,5fe88335000000000101efe9,讲ai的老程,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31pkfbr8t4a0g5nv8gcqgbrv9scgicf0,62,30,6,17,广东,http://sns-webpic-qc.xhscdn.com/202603091745/f51d7040ffee860f42760a5901d14475/1040g00831sg7dfiqlm005nv8gcqgbrv9hnug0bo!nd_dft_wlteh_webp_3,"ai,seedance,豆包,ai视频,视频模型,人工智能",1773049527201,https://www.xiaohongshu.com/explore/698ddcec000000001b017eed?xsec_token=AB5lN41gihPRRp78Yn27saoeSZfyVxMKDW92CJMuwU-TM=&xsec_source=pc_search,豆包收费,AB5lN41gihPRRp78Yn27saoeSZfyVxMKDW92CJMuwU-TM=
6916a09f0000000004004eef,normal,这是什么神仙产品！强烈推荐,"火山豆包大模型1.6，新客专享优惠！19.9元抵扣1000万tokens，超强推理能力+多模态理解能力，支持GUI操作和前端编程。
有效期3个月，资源包抵扣1.6/thinking/flash。原价70元/1000万tokens，现超值特惠！
感兴趣的朋友欢迎私聊咨询，量大可优惠~",,1763090591000,1763090592000,567c0016cb35fb3ed1042048,张想想,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30u3o0qd8l60044o6t801c828uc0g8qg,1,2,6,,,http://sns-webpic-qc.xhscdn.com/202603091745/aa909d9b5da72f357f8ce427a7a9ba33/notes_pre_post/1040g3k031orp9dm2ha1044o6t801c828j4qftf8!nd_dft_wlteh_webp_3,,1773049527203,https://www.xiaohongshu.com/explore/6916a09f0000000004004eef?xsec_token=ABxihz4xMzlLtqrmkLaJ3i1xkMz1l_CEaPg9OybYYTy8s=&xsec_source=pc_search,豆包收费,ABxihz4xMzlLtqrmkLaJ3i1xkMz1l_CEaPg9OybYYTy8s=
6849205f000000002202d89a,normal,我离不开豆包，我要给豆包充钱,我离不开豆包，我要给豆包充钱,,1749622879000,1749622880000,6538ae1e000000000d007f7e,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31hr2hsg4ja005p9olof38vrup1lobm0,14,1,22,1,,http://sns-webpic-qc.xhscdn.com/202603091745/5f91b1f2d25387a6038c6a2bcbb4d8a1/1040g00831ij3dm9cni005p9olof38vruie6u9d0!nd_dft_wlteh_webp_3,,1773049527205,https://www.xiaohongshu.com/explore/6849205f000000002202d89a?xsec_token=AB_Dry2DLiqOoRvfiEqpkSULXopagOKyMaKMcdC9MbKiM=&xsec_source=pc_search,豆包收费,AB_Dry2DLiqOoRvfiEqpkSULXopagOKyMaKMcdC9MbKiM=
691f4738000000001e03ac7a,normal,160+200到底多少啊,为啥豆包一个360一个340啊，我到底听安卓还是苹果的#不懂我就问[话题]# #求助[话题]# #安卓[话题]##苹果手机[话题]# #不明白就问[话题]# #发自内心的疑问[话题]# #这对我真的很重要[话题]# #不懂就问系列[话题]# #别太离谱了[话题]# #我不能理解[话题]#,,1763657528000,1763745345000,5db672880000000001001b76,全服,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31olvp73dgg005ndmea4086rme25htl8,5,3,4,,,http://sns-webpic-qc.xhscdn.com/202603091745/baf84ed93a6cd94803002cd3b696211a/notes_pre_post/1040g3k031p47kacbiu005ndmea4086rmm27edcg!nd_dft_wlteh_webp_3,"不懂我就问,求助,安卓,苹果手机,不明白就问,发自内心的疑问,这对我真的很重要,不懂就问系列,别太离谱了,我不能理解",1773049527207,https://www.xiaohongshu.com/explore/691f4738000000001e03ac7a?xsec_token=ABXOVJotz8XqXi3AaUoDB5zRQ96BzNQiixUl6kJ8xKnM8=&xsec_source=pc_search,豆包收费,ABXOVJotz8XqXi3AaUoDB5zRQ96BzNQiixUl6kJ8xKnM8=
